Date,Bullish,Neutral,Bearish,Total,Bullish 8-Week Mov Avg,Bull-Bear Spread,Bullish Average,Bullish Average + St. Dev,Bullish Average - St. Dev,S&P 500 Weekly High,S&P 500 Weekly Low,S&P 500 Weekly Close
2019-02-17,-0.11963364047209,0.066445645362569,0.10045732242548,-1.0000000000288e-06,0.037819226586603,-0.41308825766886,0.0,0.0,0.0,0.0083498236569818,0.012645657279654,0.0078415293544833
2019-02-10,0.25558620515921,0.023441546873501,-0.28252216848045,-9.9999899991873e-07,0.075350927159526,,0.0,0.0,0.0,0.018041658613461,0.013578990072181,0.018858283135339
2019-02-03,-0.15672747550386,0.21518780765618,-0.017288917083134,2.0000019999485e-06,-0.023984827120437,-1.0,0.0,0.0,0.0,0.0055952785865662,0.010738462728715,0.016049569863948
2019-01-27,0.12298604132436,-0.0061599059960611,-0.10863137105628,-1.0000000000288e-06,0.01486249613919,-2.965172299658,0.0,0.0,0.0,0.01893166169033,0.0090085167172778,0.0086388135010129
2019-01-20,-0.12809692809693,-0.060815473858952,0.23435680578538,1.0000010000298e-06,0.033684691730693,-1.2991012991013,0.0,0.0,0.0,0.011728804155172,0.048306846265896,0.012046608071305
2019-01-13,0.16483286844807,0.32849036499847,-0.31324633540111,-1.0000000000288e-06,0.01391254863392,-1.9325530343441,0.0,0.0,0.0,0.029778555472231,0.041498691713046,0.029852232841838
2019-01-06,0.046637462120732,0.33374093903541,-0.14971489693345,0.0,-0.032961007473102,-0.48008533333333,0.0,0.0,0.0,-0.025149983174035,0.0,0.01715362483284
2018-12-30,0.26876038109946,-0.34783639511743,0.063434910660862,0.0,-0.024823701708034,-0.16415541805603,0.0,0.0,0.0,-0.037293702335558,-0.057204615582412,-0.015660401442384
2018-12-23,0.18948048220436,-0.079011447098524,-0.032183277709683,-9.9999899991873e-07,-0.011928356089325,-0.19787170896192,0.0,0.0,0.0,-0.036070540178684,-0.036493072626131,-0.054359183273169
2018-12-16,-0.44907269531116,-0.042277798373273,0.60248225206171,0.0,-0.047682856858486,-4.7554520062309,0.0,0.0,0.0,-0.0050889585669493,-0.027358060763059,-0.018144041243528
2018-12-09,0.11987922648281,0.18448697114248,-0.22742230903108,9.9999999991773e-07,0.027588893451191,-2.3316643121546,0.0,0.0,0.0,0.020473760932945,0.0094257513045923,-0.015937808651537
2018-12-02,0.3417127017127,-0.034940998355633,-0.16259281259281,1.0000010000298e-06,-0.042417385925299,-0.74448379063764,0.0,0.0,0.0,-0.0010193679918451,-0.00016340366024193,0.03541980354198
2018-11-25,-0.28030335416684,-0.046221767758072,0.31066678900817,-1.0000000000288e-06,-0.037991507332451,23.949270405837,0.0,0.0,0.0,-0.024279345683178,-0.020191752769245,-0.019118441800724
2018-11-18,-0.15009785778648,0.051756900617304,0.15299092415854,0.0,0.010661272666232,-1.0869229168525,0.0,0.0,0.0,0.0,-0.0054398542459748,-0.039912718691918
2018-11-11,0.088407898552635,-0.0022946255736564,-0.095412785504657,0.0,0.033259554236318,1.9266573864625,0.0,0.0,0.0,0.026456743443242,0.037218556273382,0.037669540590175
2018-11-04,0.35616551004137,-0.1111118271601,-0.15887813992516,0.0,-0.015284930814958,-1.2646984317067,0.0,0.0,0.0,-0.026393888403729,-0.018232279619441,0.02094800647566
2018-10-28,-0.17579784882864,-0.00039939575287714,0.17071457332065,0.0,-0.05240627163329,11.02742129074,0.0,0.0,0.0,-0.019860682945839,-0.021626926298003,-0.054502867354167
2018-10-21,0.10876589960825,-0.085225431209744,-0.012308733729146,0.0,-0.015048194781785,-0.77660671561752,0.0,0.0,0.0,-0.022395624281428,-0.026697930955236,0.0084467706269206
2018-10-14,-0.32972640329726,0.16136560394474,0.41173121182439,0.0,-0.018161711400447,-1.2359559857698,0.0,0.0,0.0,0.0,-0.040788349728583,-0.047796794405078
2018-10-07,0.26067006253365,-0.10568530963485,-0.19253176603735,-9.9999899991873e-07,0.031301146076055,3.0147515679647,0.0,0.0,0.0,-0.00035703234713056,0.0,0.006724088686394
2018-09-30,0.13039638228217,-0.090164413693252,-0.02933310030803,0.0,0.024520978714687,,0.0,0.0,0.0,0.0098030463266903,0.0083634342873022,-0.0006808920373459
2018-09-23,-0.0014739978061428,0.023974614108215,-0.024165697196353,9.9999999991773e-07,0.0017986754893668,-1.0,0.0,0.0,0.0,0.0061181835455064,0.0052651425219613,0.0065872367528349
2018-09-16,-0.23998275788566,0.11413369756841,0.24868517624152,0.0,-0.0088137724569354,-1.0468544948794,0.0,0.0,0.0,-0.0074918566775244,-0.0044492026194681,0.00011078030880017
2018-09-09,-0.029283219797728,-0.019689354732233,0.078150240670433,1.0000010000298e-06,-0.0028295556409271,-0.16643200720204,0.0,0.0,0.0,0.0,0.0080202380493547,-0.008730147835994
2018-09-02,0.13089453089453,-0.06843346512768,-0.098845393582236,0.0,0.056424533039342,0.67652685152685,0.0,0.0,0.0,0.015059706323545,0.018390788191929,0.018247129449092
2018-08-26,0.063347728240375,-0.0080254835720739,-0.069210399614829,-1.0000000000288e-06,0.037476851124096,0.60683567863286,0.0,0.0,0.0,0.0037554847544786,0.0,0.01541671249694
2018-08-19,-0.0053185053185053,0.065944009398225,-0.063042742754032,0.0,-0.0094482636660598,0.33084385731174,0.0,0.0,0.0,-0.00033176994024642,0.0021993033751259,-0.013762816250831
2018-08-12,0.2491575204823,-0.1600479208533,-0.032454677245873,0.0,-0.030259354079311,-2.7973355817875,0.0,0.0,0.0,0.0054072464124323,-0.00063256984178606,0.01576051411835
2018-08-05,-0.076493336336556,-0.066434802687121,0.19230025797147,0.0,-0.034103611667208,-1.6418443554497,0.0,0.0,0.0,0.0,0.0010625585838277,-0.011493041281486
2018-07-29,-0.090631878672833,0.029136859823263,0.07877631056593,0.0,-0.01199591444488,-0.52501645142716,0.0,0.0,0.0,0.011101407290646,0.0087953890073878,0.010814669593198
2018-07-22,-0.1948279706765,0.45337919026068,-0.1445776520024,1.0000010000298e-06,-0.013199952465545,-0.30023096349913,0.0,0.0,0.0,0.007576245358745,0.021986898596911,0.014996286977022
2018-07-15,0.54552112352451,-0.15432427416631,-0.25774904648664,-1.9999979999485e-06,0.022060670737404,-2.2169500726757,0.0,0.0,0.0,0.018021987626043,0.0071211260071546,0.022408798401899
2018-07-08,-0.020848345946858,0.069014638778942,-0.037466364086402,9.9999999991773e-07,-0.019193958284687,-0.07572655244693,0.0,0.0,0.0,-0.010368090642411,-0.0024752933852603,0.0050340231809543
2018-07-01,-0.26525683971828,-0.12395184842225,0.55839106623179,0.0,0.00018058899167532,-1.9857517810274,0.0,0.0,0.0,-0.0059502699294636,-0.016229280509188,-0.024460488848417
2018-06-24,-0.13536116408591,0.047170796473379,0.20644325978077,0.0,0.0061827698070984,-0.45682045682046,0.0,0.0,0.0,0.0,-0.0019174374013084,-0.0029939148949968
2018-06-17,0.15023644214295,-0.024296165188306,-0.18767778542983,0.0,0.024482774789124,0.88942744622842,0.0,0.0,0.0,0.0068821486154545,0.017691840573485,0.0011831118004582
2018-06-10,0.11174792464468,-0.11072480726516,0.013804460836768,-9.9999899991873e-07,0.047059008874834,0.40965802199832,0.0,0.0,0.0,0.010994661298792,0.0089173307033371,0.017745896674388
2018-06-03,-0.09190370856359,0.064885801320487,0.047306802737309,9.9999999991773e-07,0.011568875111742,-0.35334771283781,0.0,0.0,0.0,0.0,-0.011948264788608,-0.0033951757771769
2018-05-27,0.051440334828428,-0.15135656149036,0.22268166468259,-9.9999899991873e-07,0.025175460726889,-0.16752407579994,0.0,0.0,0.0,5.1055760183754e-05,0.013103278063228,0.0039780198790799
