Date,Open,High,Low,Close,Adj Close,Volume
2014-03-21,0.335000,0.335000,0.335000,0.335000,0.246228,60000
2014-03-24,0.335000,0.335000,0.330000,0.330000,0.242553,123000
2014-03-25,0.335000,0.335000,0.335000,0.335000,0.246228,120000
2014-03-26,0.335000,0.335000,0.335000,0.335000,0.246228,20000
2014-03-27,0.335000,0.335000,0.335000,0.335000,0.246228,35000
2014-03-28,0.335000,0.335000,0.330000,0.335000,0.246228,175000
2014-03-31,0.335000,0.335000,0.335000,0.335000,0.246228,0
2014-04-01,0.340000,0.340000,0.340000,0.340000,0.249903,60000
2014-04-02,0.335000,0.335000,0.335000,0.335000,0.246228,40000
2014-04-03,0.340000,0.340000,0.335000,0.335000,0.246228,111000
2014-04-04,0.335000,0.340000,0.335000,0.340000,0.249903,160000
2014-04-07,0.340000,0.340000,0.340000,0.340000,0.249903,0
2014-04-08,0.340000,0.340000,0.335000,0.335000,0.246228,115000
2014-04-09,0.335000,0.340000,0.335000,0.340000,0.249903,142000
2014-04-10,0.340000,0.340000,0.335000,0.335000,0.246228,64000
2014-04-11,0.335000,0.335000,0.335000,0.335000,0.246228,190000
2014-04-14,0.335000,0.335000,0.335000,0.335000,0.246228,61000
2014-04-15,0.335000,0.335000,0.335000,0.335000,0.246228,117000
2014-04-16,0.335000,0.335000,0.335000,0.335000,0.246228,12000
2014-04-17,0.335000,0.335000,0.335000,0.335000,0.246228,40000
2014-04-21,0.335000,0.335000,0.335000,0.335000,0.246228,2000
2014-04-22,0.340000,0.340000,0.340000,0.340000,0.249903,476000
2014-04-23,0.340000,0.340000,0.340000,0.340000,0.249903,90000
2014-04-24,0.340000,0.340000,0.340000,0.340000,0.249903,77000
2014-04-25,0.345000,0.345000,0.345000,0.345000,0.253578,30000
2014-04-28,0.345000,0.345000,0.345000,0.345000,0.253578,15000
2014-04-29,0.345000,0.345000,0.345000,0.345000,0.253578,70000
2014-04-30,0.340000,0.340000,0.340000,0.340000,0.249903,7000
2014-05-02,0.340000,0.340000,0.340000,0.340000,0.249903,13000
2014-05-05,0.340000,0.340000,0.335000,0.335000,0.246228,105000
2014-05-06,0.340000,0.340000,0.340000,0.340000,0.249903,97000
2014-05-07,0.345000,0.345000,0.335000,0.335000,0.246228,50000
2014-05-08,0.340000,0.340000,0.340000,0.340000,0.249903,75000
2014-05-09,0.345000,0.355000,0.345000,0.350000,0.257253,666000
2014-05-12,0.350000,0.355000,0.350000,0.350000,0.257253,319000
2014-05-14,0.355000,0.355000,0.350000,0.350000,0.257253,214000
2014-05-15,0.350000,0.355000,0.350000,0.355000,0.260928,26000
2014-05-16,0.355000,0.355000,0.350000,0.350000,0.257253,93000
2014-05-19,0.350000,0.350000,0.350000,0.350000,0.257253,121000
2014-05-20,0.350000,0.350000,0.350000,0.350000,0.257253,46000
2014-05-21,0.350000,0.355000,0.350000,0.355000,0.260928,30000
2014-05-22,0.355000,0.355000,0.350000,0.355000,0.260928,165000
2014-05-23,0.355000,0.355000,0.355000,0.355000,0.260928,129000
2014-05-26,0.360000,0.360000,0.355000,0.355000,0.260928,62000
2014-05-27,0.360000,0.360000,0.355000,0.355000,0.260928,145000
2014-05-28,0.360000,0.360000,0.355000,0.355000,0.260928,195000
2014-05-29,0.360000,0.360000,0.360000,0.360000,0.264603,40000
2014-05-30,0.360000,0.360000,0.355000,0.355000,0.260928,356000
2014-06-02,0.355000,0.360000,0.355000,0.360000,0.264603,184000
2014-06-03,0.360000,0.360000,0.355000,0.360000,0.264603,96000
2014-06-04,0.360000,0.380000,0.360000,0.370000,0.271953,720000
2014-06-05,0.375000,0.375000,0.375000,0.375000,0.275629,60000
2014-06-06,0.370000,0.375000,0.370000,0.375000,0.275629,126000
2014-06-09,0.370000,0.375000,0.370000,0.375000,0.275629,264000
2014-06-10,0.370000,0.375000,0.370000,0.375000,0.275629,136000
2014-06-11,0.375000,0.380000,0.370000,0.370000,0.271953,120000
2014-06-12,0.370000,0.375000,0.370000,0.375000,0.275629,180000
2014-06-13,0.380000,0.380000,0.370000,0.375000,0.275629,91000
2014-06-16,0.375000,0.375000,0.370000,0.370000,0.271953,119000
2014-06-17,0.370000,0.370000,0.365000,0.370000,0.271953,132000
2014-06-18,0.370000,0.370000,0.370000,0.370000,0.271953,181000
2014-06-19,0.370000,0.370000,0.370000,0.370000,0.271953,113000
2014-06-20,0.370000,0.370000,0.370000,0.370000,0.271953,0
2014-06-23,0.370000,0.370000,0.360000,0.360000,0.264603,104000
2014-06-24,0.360000,0.360000,0.360000,0.360000,0.264603,0
2014-06-25,0.360000,0.365000,0.360000,0.365000,0.268278,31000
2014-06-26,0.365000,0.365000,0.365000,0.365000,0.268278,79000
2014-06-27,0.365000,0.365000,0.355000,0.355000,0.260928,414000
2014-06-30,0.360000,0.360000,0.360000,0.360000,0.264603,204000
2014-07-01,0.360000,0.360000,0.360000,0.360000,0.264603,0
2014-07-02,0.360000,0.360000,0.360000,0.360000,0.264603,0
2014-07-03,0.360000,0.360000,0.360000,0.360000,0.264603,40000
2014-07-04,0.360000,0.360000,0.355000,0.360000,0.264603,191000
2014-07-07,0.360000,0.360000,0.350000,0.350000,0.257253,888000
2014-07-08,0.355000,0.360000,0.355000,0.355000,0.260928,100000
2014-07-09,0.355000,0.360000,0.355000,0.360000,0.264603,235000
2014-07-10,0.360000,0.365000,0.360000,0.365000,0.268278,333000
2014-07-11,0.365000,0.365000,0.365000,0.365000,0.268278,90000
2014-07-14,0.370000,0.370000,0.360000,0.360000,0.264603,215000
2014-07-15,0.365000,0.370000,0.365000,0.370000,0.271953,83000
2014-07-16,0.370000,0.370000,0.360000,0.360000,0.264603,44000
2014-07-17,0.360000,0.365000,0.360000,0.360000,0.264603,93000
2014-07-18,0.360000,0.360000,0.360000,0.360000,0.264603,0
2014-07-21,0.365000,0.365000,0.365000,0.365000,0.268278,30000
2014-07-22,0.370000,0.370000,0.370000,0.370000,0.271953,40000
2014-07-23,0.370000,0.370000,0.365000,0.370000,0.271953,184000
2014-07-24,0.370000,0.370000,0.370000,0.370000,0.271953,31000
2014-07-25,0.370000,0.370000,0.365000,0.365000,0.268278,85000
2014-07-29,0.365000,0.370000,0.365000,0.370000,0.271953,128000
2014-07-30,0.370000,0.370000,0.370000,0.370000,0.271953,150000
2014-07-31,0.370000,0.370000,0.370000,0.370000,0.271953,43000
2014-08-01,0.365000,0.370000,0.365000,0.365000,0.268278,130000
2014-08-04,0.365000,0.370000,0.365000,0.370000,0.271953,351000
2014-08-05,0.370000,0.370000,0.370000,0.370000,0.271953,70000
2014-08-06,0.375000,0.375000,0.365000,0.375000,0.275629,534000
2014-08-07,0.370000,0.370000,0.365000,0.365000,0.268278,72000
2014-08-08,0.365000,0.365000,0.365000,0.365000,0.268278,47000
2014-08-11,0.365000,0.370000,0.365000,0.365000,0.268278,221000
2014-08-12,0.365000,0.365000,0.365000,0.365000,0.268278,62000
2014-08-13,0.360000,0.365000,0.360000,0.365000,0.268278,125000
2014-08-14,0.360000,0.370000,0.360000,0.370000,0.271953,106000
2014-08-15,0.365000,0.365000,0.365000,0.365000,0.268278,60000
2014-08-18,0.365000,0.365000,0.360000,0.365000,0.268278,80000
2014-08-19,0.365000,0.365000,0.365000,0.365000,0.268278,53000
2014-08-20,0.365000,0.365000,0.365000,0.365000,0.268278,100000
2014-08-21,0.370000,0.375000,0.365000,0.375000,0.275629,322000
2014-08-22,0.375000,0.380000,0.375000,0.380000,0.279304,361000
2014-08-25,0.375000,0.375000,0.375000,0.375000,0.275629,71000
2014-08-26,0.375000,0.380000,0.375000,0.380000,0.279304,198000
2014-08-27,0.375000,0.380000,0.375000,0.380000,0.279304,267000
2014-08-28,0.385000,0.390000,0.380000,0.380000,0.279304,435000
2014-08-29,0.380000,0.380000,0.380000,0.380000,0.279304,134000
2014-09-01,0.380000,0.380000,0.375000,0.375000,0.275629,293000
2014-09-02,0.375000,0.375000,0.370000,0.370000,0.271953,199000
2014-09-03,0.370000,0.370000,0.370000,0.370000,0.271953,0
2014-09-04,0.375000,0.375000,0.370000,0.370000,0.271953,162000
2014-09-05,0.370000,0.375000,0.370000,0.370000,0.271953,170000
2014-09-08,0.370000,0.380000,0.370000,0.380000,0.279304,126000
2014-09-09,0.375000,0.375000,0.375000,0.375000,0.275629,37000
2014-09-10,0.375000,0.380000,0.375000,0.380000,0.279304,66000
2014-09-11,0.380000,0.390000,0.380000,0.380000,0.279304,2438000
2014-09-12,0.385000,0.385000,0.385000,0.385000,0.282979,399000
